Age,Age_Group,Gender,Country,City,Membership_Years,Membership_Length,Login_Frequency,Login_Levels,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Discount_Usage_Tiers,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Lifetime_Value_Levels,Credit_Balance,Churned,Signup_Quarter
32,"Early Career (25-34)",Female,USA,Chicago,3.6,"3-6 years",13,"Moderate Activity",NULL,4.0,83.1,1,10,215.58,5,11.04,"Low Discount Usage",16.10,21.0,3,2,5.3,NULL,3,1993.25,"Core Value",828,1,"Q4"
29,"Early Career (25-34)",Male,USA,"Los Angeles",2.9,"1-3 years",NULL,Inactive,22.9,7.1,72.9,0,5,220.04,0,8.90,"Low Discount Usage",16.10,19.8,11,0,NULL,7.2,1,1145.89,"Core Value",166,1,"Q1"
44,"Middle Age (35-44)",Female,USA,Chicago,3.5,"3-6 years",15,"Moderate Activity",26.7,8.4,45.3,NULL,10,138.65,10,7.70,"Low Discount Usage",16.10,16.2,4,1,34.6,19.4,2,1213.00,"Core Value",1399,0,"Q2"
20,"Young Adults (18-24)",Female,UK,Birmingham,3.9,"3-6 years",13,"Moderate Activity",37.5,11.4,48.8,7,32,123.17,85,6.24,"Low Discount Usage",16.10,33.4,4,NULL,41.4,26.3,1,2986.03,"High Value",4010,1,"Q4"
56,"Pre-Retirement (55-64)",Female,USA,Phoenix,3.8,"3-6 years",5,"Low Activity",17.5,6.0,82.3,1,7,183.22,19,3.40,"Low Discount Usage",16.10,0.0,6,0,0.0,1.4,2,1135.89,"Core Value",421,1,"Q1"
NULL,Unknown,Female,Canada,Montreal,2.5,"1-3 years",22,"Moderate Activity",32.4,12.1,69.5,5,12,154.16,22,NULL,Unknown,16.10,22.0,4,3,0.9,30.0,1,2161.73,"Core Value",227,0,"Q1"
47,"Established (45-54)",Male,Canada,Calgary,5.1,"3-6 years",19,"Moderate Activity",41.0,11.6,36.0,3,14,112.29,58,NULL,Unknown,16.10,26.4,5,2,25.9,26.2,2,1002.95,"Core Value",1089,0,"Q4"
59,"Pre-Retirement (55-64)",Female,USA,Houston,4.8,"3-6 years",8,"Low Activity",10.6,5.4,96.2,1,6,110.82,3,NULL,Unknown,16.10,0.0,6,NULL,22.8,5.8,1,564.99,"Emerging Value",838,1,"Q3"
NULL,Unknown,Male,Germany,Munich,1.1,"1-3 years",35,"Top User",42.5,15.9,31.2,10,19,67.83,29,NULL,Unknown,16.10,39.7,3,8,29.9,40.3,2,1193.95,"Core Value",3500,0,"Q3"
18,"Young Adults (18-24)",Female,USA,Phoenix,2.3,"1-3 years",13,"Moderate Activity",45.4,15.1,22.6,8,33,64.34,30,NULL,Unknown,16.10,47.8,3,3,83.1,NULL,3,1584.89,"Core Value",2377,0,"Q4"
20,"Young Adults (18-24)",Male,USA,Chicago,4.4,"3-6 years",16,"Moderate Activity",25.3,6.7,35.3,5,11,53.91,8,NULL,Unknown,16.10,21.3,5,6,31.9,21.7,3,668.17,"Emerging Value",345,0,"Q1"
37,"Middle Age (35-44)",Other,Germany,Berlin,3.0,"1-3 years",11,"Moderate Activity",12.9,1.5,71.5,2,4,123.59,19,84.90,"Deal Dependent",16.00,3.1,9,2,11.6,10.6,1,423.14,"Emerging Value",348,1,"Q1"
45,"Established (45-54)",Female,France,Paris,1.2,"1-3 years",20,"Moderate Activity",42.8,13.9,43.2,8,20,120.93,26,83.70,"Deal Dependent",16.00,27.8,6,NULL,34.7,20.4,3,2595.23,"High Value",3540,1,"Q2"
59,"Pre-Retirement (55-64)",Male,Japan,Nagoya,1.2,"1-3 years",3,"Very Low Activity",21.5,8.2,73.5,1,13,64.05,54,77.90,"High Discount Usage",16.00,19.3,6,2,26.3,21.8,3,698.85,"Emerging Value",2610,1,"Q3"
50,"Established (45-54)",Male,USA,Houston,1.8,"1-3 years",15,"Moderate Activity",37.9,6.1,48.9,8,14,47.26,30,74.28,"High Discount Usage",16.00,19.5,7,3,3.3,26.1,4,524.72,"Emerging Value",1883,0,"Q4"
48,"Established (45-54)",Female,France,Lyon,4.2,"3-6 years",17,"Moderate Activity",18.9,6.0,54.2,9,11,106.30,28,68.80,"High Discount Usage",16.00,20.7,10,2,NULL,9.5,3,1068.64,"Core Value",NULL,0,"Q3"
52,"Established (45-54)",Female,USA,Houston,1.5,"1-3 years",25,"Moderate Activity",50.4,13.8,25.8,6,23,97.59,7,68.28,"High Discount Usage",16.00,45.8,2,0,NULL,23.4,4,1789.07,"Core Value",3770,0,"Q4"
23,"Young Adults (18-24)",Male,Australia,Brisbane,2.9,"1-3 years",28,"Top User",57.0,12.3,33.6,9,21,150.59,40,67.20,"High Discount Usage",16.00,49.7,1,9,NULL,41.4,1,3375.35,"High Value",3275,0,"Q1"
NULL,Unknown,Female,UK,Manchester,4.5,"3-6 years",6,"Low Activity",14.7,1.0,73.9,1,5,152.78,13,64.70,"High Discount Usage",16.00,19.9,4,1,NULL,15.3,3,671.05,"Emerging Value",631,1,"Q2"
25,"Early Career (25-34)",Male,USA,Phoenix,3.4,"3-6 years",20,"Moderate Activity",25.3,9.8,49.2,4,12,121.15,12,64.60,"High Discount Usage",16.00,10.0,6,8,34.6,NULL,4,1181.99,"Core Value",90,0,"Q3"
52,"Established (45-54)",Male,USA,Phoenix,3.7,"3-6 years",2,"Very Low Activity",19.1,6.8,81.5,1,15,110.29,76,58.20,"High Discount Usage",16.00,4.1,11,0,12.8,10.3,4,1377.89,"Core Value",NULL,1,"Q4"
57,"Pre-Retirement (55-64)",Female,UK,Leeds,5.7,"3-6 years",12,"Moderate Activity",24.2,NULL,66.8,2,7,267.38,3,57.72,"High Discount Usage",16.00,11.0,4,1,33.2,21.6,NULL,1563.30,"Core Value",3073,0,"Q4"
24,"Young Adults (18-24)",Female,USA,"New York",1.7,"1-3 years",28,"Top User",44.3,14.2,26.0,11,26,88.36,25,57.36,"High Discount Usage",16.00,37.3,5,7,72.2,34.7,3,1919.48,"Core Value",NULL,0,"Q4"
38,"Middle Age (35-44)",Male,USA,Phoenix,0.3,"< 1 year",NULL,Inactive,18.4,4.5,75.9,2,8,135.97,1,56.10,"High Discount Usage",16.00,11.6,8,1,14.3,10.3,3,1041.31,"Core Value",0,1,"Q2"
42,"Middle Age (35-44)",Male,France,Toulouse,1.0,"1-3 years",28,"Top User",40.1,NULL,39.0,6,19,96.20,2,55.80,"High Discount Usage",16.00,37.3,7,10,70.5,30.1,3,2091.21,"Core Value",2650,1,"Q1"
30,"Early Career (25-34)",Female,USA,"New York",3.8,"3-6 years",8,"Low Activity",22.5,3.1,73.3,2,9,65.01,1,54.80,"High Discount Usage",16.00,22.0,7,4,9.6,7.1,3,618.18,"Emerging Value",NULL,0,"Q1"
18,"Young Adults (18-24)",Male,USA,"Los Angeles",4.4,"3-6 years",11,"Moderate Activity",NULL,6.5,64.2,6,8,133.46,8,53.20,"High Discount Usage",16.00,28.6,5,5,27.8,17.0,2,922.06,"Emerging Value",1516,0,"Q1"
58,"Pre-Retirement (55-64)",Female,USA,"New York",0.7,"< 1 year",NULL,Inactive,10.4,4.6,67.5,1,11,166.53,53,52.90,"High Discount Usage",16.00,10.4,6,1,0.0,12.3,2,2039.91,"Core Value",1633,1,"Q2"
29,"Early Career (25-34)",Female,France,Lyon,2.9,"1-3 years",21,"Moderate Activity",31.7,7.6,58.2,5,11,152.98,91,51.80,"High Discount Usage",16.00,16.3,5,2,NULL,23.4,1,1531.24,"Core Value",2184,0,"Q2"
54,"Established (45-54)",Male,USA,Houston,3.6,"3-6 years",20,"Moderate Activity",42.3,10.3,64.5,7,19,81.73,17,51.72,"High Discount Usage",16.00,26.7,7,4,38.5,22.2,1,1309.49,"Core Value",2656,0,"Q4"
35,"Middle Age (35-44)",Female,UK,Leeds,6.8,"6+ years",6,"Low Activity",19.1,4.3,65.8,2,7,178.75,49,51.20,"High Discount Usage",16.00,0.0,6,0,29.4,10.3,5,1023.90,"Core Value",NULL,1,"Q1"
49,"Established (45-54)",Female,Germany,Munich,1.0,"1-3 years",10,"Low Activity",30.0,12.0,52.7,3,20,177.04,61,50.88,"High Discount Usage",16.00,37.9,7,5,44.0,NULL,3,2423.45,"Core Value",NULL,1,"Q4"
49,"Established (45-54)",Female,Germany,Cologne,2.9,"1-3 years",5,"Low Activity",10.6,5.0,70.8,2,7,147.95,5,50.40,"High Discount Usage",16.00,8.3,10,2,NULL,14.4,1,980.60,"Emerging Value",2254,1,"Q2"
68,"Seniors (65+)",Male,Japan,Osaka,3.0,"1-3 years",2,"Very Low Activity",15.2,7.7,81.3,3,6,103.48,NULL,50.16,"High Discount Usage",16.00,21.3,12,1,28.7,1.4,4,512.92,"Emerging Value",1435,0,"Q4"
21,"Young Adults (18-24)",Female,UK,Manchester,1.8,"1-3 years",4,"Low Activity",24.0,11.2,44.8,4,11,109.01,16,49.44,"Moderate Discount Usage",16.00,NULL,5,2,26.9,15.2,2,1122.12,"Core Value",2710,0,"Q4"
27,"Early Career (25-34)",Female,Japan,Yokohama,0.9,"< 1 year",18,"Moderate Activity",24.4,9.8,62.4,8,9,150.77,16,49.20,"Moderate Discount Usage",16.00,7.6,5,2,7.5,22.3,3,926.64,"Emerging Value",900,0,"Q4"
42,"Middle Age (35-44)",Male,Germany,Frankfurt,0.8,"< 1 year",12,"Moderate Activity",31.7,5.5,45.3,6,18,67.74,103,47.70,"Moderate Discount Usage",16.00,20.9,2,4,47.8,20.6,1,1408.04,"Core Value",2940,0,"Q2"
41,"Middle Age (35-44)",Male,USA,Houston,1.5,"1-3 years",NULL,Inactive,23.3,NULL,62.4,1,7,181.70,82,47.28,"Moderate Discount Usage",16.00,NULL,8,1,NULL,7.0,3,1135.69,"Core Value",1149,1,"Q4"
39,"Middle Age (35-44)",Male,Canada,Montreal,3.2,"3-6 years",NULL,Inactive,10.0,6.8,78.9,1,3,170.76,1,45.80,"Moderate Discount Usage",16.00,3.7,6,1,18.7,9.0,3,506.34,"Emerging Value",201,1,"Q3"
32,"Early Career (25-34)",Female,USA,Chicago,2.9,"1-3 years",1,"Very Low Activity",19.8,2.7,67.4,1,7,101.77,10,44.76,"Moderate Discount Usage",16.00,0.0,7,0,11.1,6.4,2,526.35,"Emerging Value",972,1,"Q4"
43,"Middle Age (35-44)",Female,India,Chennai,1.7,"1-3 years",7,"Low Activity",NULL,3.6,78.7,6,9,109.93,98,43.30,"Moderate Discount Usage",16.00,12.3,10,0,12.8,10.5,1,819.87,"Emerging Value",1450,1,"Q2"
23,"Young Adults (18-24)",Female,France,Marseille,2.6,"1-3 years",5,"Low Activity",17.5,3.9,72.8,1,4,100.45,110,42.30,"Moderate Discount Usage",16.00,13.1,7,NULL,28.2,11.4,3,478.69,"Emerging Value",1840,1,"Q1"
43,"Middle Age (35-44)",Female,USA,"Los Angeles",2.1,"1-3 years",2,"Very Low Activity",NULL,6.1,69.6,4,8,129.62,12,41.90,"Moderate Discount Usage",16.00,NULL,5,0,32.3,9.0,4,1156.12,"Core Value",1918,1,"Q1"
21,"Young Adults (18-24)",Male,USA,Phoenix,2.1,"1-3 years",14,"Moderate Activity",31.9,NULL,34.7,2,15,152.82,6,41.40,"Moderate Discount Usage",16.00,21.8,2,3,35.2,31.2,NULL,2378.54,"Core Value",2888,0,"Q1"
22,"Young Adults (18-24)",Male,USA,Chicago,0.9,"< 1 year",15,"Moderate Activity",29.1,9.6,56.9,6,15,156.73,19,41.20,"Moderate Discount Usage",16.00,19.2,4,0,59.0,17.8,1,2584.28,"High Value",2193,0,"Q2"
NULL,Unknown,Female,UK,Manchester,2.7,"1-3 years",14,"Moderate Activity",26.1,6.7,46.8,1,14,166.63,18,40.30,"Moderate Discount Usage",16.00,20.4,4,2,31.7,11.2,2,2745.85,"High Value",NULL,0,"Q1"
18,"Young Adults (18-24)",Male,Germany,Cologne,6.4,"6+ years",NULL,Inactive,22.3,8.8,56.8,4,16,145.33,7,40.00,"Moderate Discount Usage",16.00,15.6,10,2,NULL,15.6,3,2666.96,"High Value",1263,1,"Q3"
28,"Early Career (25-34)",Male,USA,Phoenix,1.1,"1-3 years",NULL,Inactive,21.6,6.7,76.5,0,14,130.92,25,37.32,"Moderate Discount Usage",16.00,NULL,6,0,6.8,16.2,3,1377.98,"Core Value",277,1,"Q4"
31,"Early Career (25-34)",Male,USA,Chicago,0.9,"< 1 year",3,"Very Low Activity",6.5,3.1,75.7,0,4,135.04,6,34.90,"Moderate Discount Usage",16.00,1.7,5,4,NULL,5.2,2,468.74,"Emerging Value",2125,1,"Q3"
30,"Early Career (25-34)",Male,Australia,Adelaide,3.2,"3-6 years",9,"Low Activity",29.7,NULL,50.3,6,12,135.08,24,33.30,"Moderate Discount Usage",16.00,38.4,2,5,23.5,21.3,5,1841.93,"Core Value",NULL,0,"Q3"
39,"Middle Age (35-44)",Female,Canada,Vancouver,4.0,"3-6 years",8,"Low Activity",2.3,4.3,80.1,NULL,11,156.53,83,32.60,"Moderate Discount Usage",16.00,NULL,9,2,0.1,13.9,1,2062.93,"Core Value",1853,1,"Q3"
50,"Established (45-54)",Male,USA,Chicago,6.8,"6+ years",7,"Low Activity",15.3,6.9,49.5,4,7,141.24,24,32.20,"Moderate Discount Usage",16.00,22.6,9,5,16.5,15.1,2,820.64,"Emerging Value",773,0,"Q2"
41,"Middle Age (35-44)",Female,USA,"New York",7.2,"6+ years",11,"Moderate Activity",18.5,2.8,66.2,3,8,117.35,NULL,31.20,"Moderate Discount Usage",16.00,24.7,10,2,30.6,NULL,NULL,805.86,"Emerging Value",0,0,"Q1"
28,"Early Career (25-34)",Female,Germany,Berlin,4.7,"3-6 years",19,"Moderate Activity",43.8,NULL,29.2,8,16,71.88,8,30.90,"Moderate Discount Usage",16.00,60.1,4,5,68.1,32.4,2,980.03,"Emerging Value",3003,0,"Q3"
NULL,Unknown,Other,USA,Chicago,5.4,"3-6 years",14,"Moderate Activity",15.1,8.8,37.3,5,10,118.45,19,30.50,"Moderate Discount Usage",16.00,14.3,7,2,33.3,22.0,2,1250.99,"Core Value",1654,0,"Q1"
42,"Middle Age (35-44)",Female,USA,"New York",8.6,"6+ years",12,"Moderate Activity",25.8,10.0,39.8,NULL,14,114.10,10,29.40,"Moderate Discount Usage",16.00,34.8,4,3,19.9,16.7,2,1627.58,"Core Value",509,0,"Q3"
26,"Early Career (25-34)",Male,USA,Phoenix,9.1,"6+ years",13,"Moderate Activity",20.5,9.2,61.0,5,26,185.89,6,28.60,"Moderate Discount Usage",16.00,8.4,3,5,NULL,15.1,4,4270.97,"High Value",983,0,"Q3"
52,"Established (45-54)",Male,USA,Houston,0.5,"< 1 year",18,"Moderate Activity",25.0,9.9,51.6,6,15,60.50,17,27.70,"Moderate Discount Usage",16.00,49.9,3,1,35.0,23.6,2,1048.66,"Core Value",1091,0,"Q1"
56,"Pre-Retirement (55-64)",Male,Canada,Calgary,4.6,"3-6 years",14,"Moderate Activity",33.9,8.5,51.4,3,17,86.12,35,26.40,"Moderate Discount Usage",16.00,31.7,2,0,48.1,29.8,5,1421.74,"Core Value",1620,0,"Q3"
45,"Established (45-54)",Female,USA,"New York",1.2,"1-3 years",14,"Moderate Activity",24.5,14.3,59.8,5,12,168.09,2,24.90,"Moderate Discount Usage",16.00,46.0,8,3,29.3,32.4,2,1734.78,"Core Value",4109,0,"Q2"
34,"Early Career (25-34)",Female,India,Delhi,1.9,"1-3 years",16,"Moderate Activity",24.8,9.8,33.0,5,8,102.54,21,23.50,"Moderate Discount Usage",16.00,23.2,6,4,35.4,NULL,3,965.47,"Emerging Value",323,0,"Q3"
39,"Middle Age (35-44)",Male,Australia,Adelaide,0.7,"< 1 year",12,"Moderate Activity",31.0,10.1,71.1,7,17,64.84,66,16.10,"Low Discount Usage",16.00,25.3,3,5,32.6,21.6,2,1036.49,"Core Value",2051,0,"Q2"
33,"Early Career (25-34)",Female,USA,"New York",0.8,"< 1 year",11,"Moderate Activity",10.6,4.9,82.9,NULL,6,171.72,24,16.00,"Low Discount Usage",16.00,7.5,4,0,33.2,4.2,3,983.22,"Emerging Value",0,1,"Q2"
28,"Early Career (25-34)",Male,Germany,Munich,3.9,"3-6 years",15,"Moderate Activity",31.2,12.3,55.2,NULL,14,85.54,8,14.30,"Low Discount Usage",16.00,40.0,11,3,42.1,27.8,3,1314.58,"Core Value",559,0,"Q2"
19,"Young Adults (18-24)",Female,Germany,Cologne,1.3,"1-3 years",29,"Top User",42.8,16.2,26.8,12,22,97.81,13,13.30,"Low Discount Usage",16.00,48.4,1,10,73.6,44.1,2,2122.94,"Core Value",1770,1,"Q2"
59,"Pre-Retirement (55-64)",Male,UK,Glasgow,1.3,"1-3 years",12,"Moderate Activity",28.2,14.1,40.6,10,15,100.40,1,12.80,"Low Discount Usage",16.00,25.3,5,6,38.9,28.0,2,1328.34,"Core Value",2119,0,"Q2"
53,"Established (45-54)",Male,UK,London,3.2,"3-6 years",2,"Very Low Activity",13.3,5.7,76.3,1,7,89.58,52,12.30,"Low Discount Usage",16.00,16.6,7,NULL,12.4,0.8,3,617.79,"Emerging Value",1545,1,"Q1"
48,"Established (45-54)",Male,USA,"Los Angeles",2.9,"1-3 years",22,"Moderate Activity",49.7,15.6,27.8,5,25,62.76,16,10.90,"Low Discount Usage",16.00,51.4,0,3,61.2,37.1,1,1855.90,"Core Value",2862,0,"Q1"
39,"Middle Age (35-44)",Male,India,Hyderabad,1.9,"1-3 years",16,"Moderate Activity",36.2,9.4,48.7,6,15,141.14,27,10.10,"Low Discount Usage",16.00,30.0,2,2,60.3,27.8,3,1771.73,"Core Value",2716,0,"Q3"
18,"Young Adults (18-24)",Male,Canada,Calgary,2.7,"1-3 years",10,"Low Activity",13.3,8.5,85.1,2,18,129.52,53,7.44,"Low Discount Usage",16.00,3.1,3,NULL,18.5,14.6,2,1849.76,"Core Value",2507,1,"Q4"
42,"Middle Age (35-44)",Male,USA,Chicago,1.8,"1-3 years",NULL,Inactive,27.0,10.2,50.6,1,16,120.86,40,NULL,Unknown,16.00,24.3,6,3,19.1,21.5,2,1803.13,"Core Value",2280,0,"Q4"
32,"Early Career (25-34)",Female,Canada,Calgary,2.3,"1-3 years",1,"Very Low Activity",18.4,4.7,63.6,3,6,99.11,49,NULL,Unknown,16.00,0.0,5,2,18.3,6.3,5,691.66,"Emerging Value",2041,1,"Q3"
53,"Established (45-54)",Male,UK,Glasgow,4.4,"3-6 years",25,"Moderate Activity",47.2,17.8,29.0,16,20,92.18,3,NULL,Unknown,16.00,48.2,1,10,74.7,38.9,2,1610.63,"Core Value",5357,0,"Q2"
47,"Established (45-54)",Female,USA,"Los Angeles",2.6,"1-3 years",11,"Moderate Activity",29.9,6.9,78.7,3,15,78.30,22,82.56,"Deal Dependent",15.90,21.8,3,4,8.1,19.9,2,807.20,"Emerging Value",2325,0,"Q4"
34,"Early Career (25-34)",Male,USA,Houston,4.4,"3-6 years",9,"Low Activity",NULL,8.2,63.1,3,13,135.73,79,78.60,"High Discount Usage",15.90,12.9,4,6,28.7,34.7,1,1555.95,"Core Value",996,1,"Q4"
44,"Middle Age (35-44)",Male,USA,"New York",4.1,"3-6 years",8,"Low Activity",31.5,10.8,58.7,4,12,104.09,5,78.10,"High Discount Usage",15.90,33.1,6,6,41.3,23.9,3,1492.96,"Core Value",2386,0,"Q3"
51,"Established (45-54)",Female,USA,Chicago,3.4,"3-6 years",25,"Moderate Activity",35.4,6.3,51.7,6,20,161.26,19,76.92,"High Discount Usage",15.90,50.3,6,4,31.0,22.2,3,2070.05,"Core Value",3807,1,"Q4"
56,"Pre-Retirement (55-64)",Female,France,Toulouse,1.3,"1-3 years",18,"Moderate Activity",41.9,13.3,39.4,4,20,196.68,87,73.60,"High Discount Usage",15.90,29.4,4,5,74.4,33.8,4,4447.88,"High Value",894,0,"Q3"
59,"Pre-Retirement (55-64)",Male,Germany,Berlin,0.1,"< 1 year",4,"Low Activity",17.1,6.8,62.2,2,8,148.81,12,73.00,"High Discount Usage",15.90,0.0,4,1,39.5,11.1,2,1212.41,"Core Value",4181,1,"Q1"
41,"Middle Age (35-44)",Female,Japan,Tokyo,2.5,"1-3 years",8,"Low Activity",28.2,6.1,57.1,NULL,7,100.16,6,68.70,"High Discount Usage",15.90,NULL,10,1,13.8,NULL,1,786.30,"Emerging Value",1840,0,"Q2"
41,"Middle Age (35-44)",Male,Germany,Cologne,0.8,"< 1 year",6,"Low Activity",28.8,12.0,36.3,NULL,15,141.81,53,67.40,"High Discount Usage",15.90,NULL,6,5,16.7,18.7,2,2303.46,"Core Value",2119,1,"Q3"
51,"Established (45-54)",Male,Canada,Ottawa,2.8,"1-3 years",11,"Moderate Activity",29.5,7.0,69.7,4,15,103.26,22,67.10,"High Discount Usage",15.90,7.9,6,5,37.0,21.0,1,1585.19,"Core Value",998,0,"Q2"
20,"Young Adults (18-24)",Male,Australia,Sydney,6.3,"6+ years",17,"Moderate Activity",30.5,14.1,54.9,NULL,18,232.08,174,66.00,"High Discount Usage",15.90,20.7,2,4,78.3,28.2,2,4231.81,"High Value",5162,0,"Q3"
40,"Middle Age (35-44)",Female,UK,Glasgow,3.5,"3-6 years",24,"Moderate Activity",59.9,16.3,12.7,11,25,170.39,19,65.30,"High Discount Usage",15.90,44.9,0,7,80.2,34.0,1,4153.66,"High Value",4414,0,"Q1"
46,"Established (45-54)",Male,UK,Manchester,0.7,"< 1 year",4,"Low Activity",19.4,4.0,72.7,7,10,133.62,NULL,64.56,"High Discount Usage",15.90,13.1,4,NULL,19.4,18.7,3,1018.53,"Core Value",542,0,"Q4"
36,"Middle Age (35-44)",Male,USA,Phoenix,5.1,"3-6 years",13,"Moderate Activity",16.5,6.1,56.3,3,11,147.51,15,62.76,"High Discount Usage",15.90,12.2,6,0,28.4,20.8,1,1526.93,"Core Value",1774,0,"Q4"
NULL,Unknown,Male,Germany,Frankfurt,1.5,"1-3 years",22,"Moderate Activity",34.5,10.8,47.2,5,23,159.10,11,60.36,"High Discount Usage",15.90,24.4,4,2,NULL,27.3,3,3104.54,"High Value",2896,0,"Q4"
44,"Middle Age (35-44)",Female,France,Paris,7.6,"6+ years",31,"Top User",55.7,16.6,22.7,9,23,120.06,77,60.20,"High Discount Usage",15.90,33.2,2,10,61.9,40.5,2,2507.40,"High Value",3747,0,"Q2"
56,"Pre-Retirement (55-64)",Male,USA,Houston,5.6,"3-6 years",7,"Low Activity",19.0,6.0,60.5,6,14,172.97,35,59.80,"High Discount Usage",15.90,24.2,4,2,0.0,24.1,1,2042.50,"Core Value",1736,0,"Q2"
28,"Early Career (25-34)",Male,UK,Manchester,0.5,"< 1 year",8,"Low Activity",21.9,10.4,56.0,3,12,128.73,2,59.10,"High Discount Usage",15.90,NULL,4,4,NULL,12.5,3,1253.09,"Core Value",2127,0,"Q2"
51,"Established (45-54)",Male,India,Chennai,3.1,"3-6 years",NULL,Inactive,26.5,7.0,57.3,6,15,179.85,113,57.80,"High Discount Usage",15.90,8.0,7,4,34.4,16.9,2,2351.02,"Core Value",NULL,1,"Q2"
45,"Established (45-54)",Male,UK,Birmingham,0.6,"< 1 year",12,"Moderate Activity",21.3,9.3,40.4,3,13,148.45,12,56.60,"High Discount Usage",15.90,14.7,2,3,31.8,3.4,2,2124.72,"Core Value",2799,0,"Q1"
40,"Middle Age (35-44)",Female,USA,"New York",6.5,"6+ years",14,"Moderate Activity",28.7,5.0,74.3,3,15,182.80,10,54.24,"High Discount Usage",15.90,35.6,6,3,31.2,21.6,1,2459.11,"Core Value",2539,1,"Q4"
49,"Established (45-54)",Male,Canada,Toronto,3.7,"3-6 years",7,"Low Activity",34.5,9.3,42.3,2,11,107.95,38,54.20,"High Discount Usage",15.90,31.3,7,5,32.0,22.8,2,1065.16,"Core Value",752,0,"Q3"
30,"Early Career (25-34)",Female,USA,Phoenix,2.8,"1-3 years",10,"Low Activity",34.7,11.4,54.5,13,14,127.93,5,51.80,"High Discount Usage",15.90,23.7,2,3,39.8,29.0,3,1783.11,"Core Value",NULL,0,"Q2"
27,"Early Career (25-34)",Female,USA,Chicago,0.7,"< 1 year",13,"Moderate Activity",24.5,10.6,53.6,7,13,83.23,36,51.60,"High Discount Usage",15.90,15.7,6,1,NULL,17.5,2,1012.13,"Core Value",3320,0,"Q2"
30,"Early Career (25-34)",Male,USA,"Los Angeles",2.3,"1-3 years",4,"Low Activity",29.4,5.7,47.8,4,15,205.41,7,50.64,"High Discount Usage",15.90,30.1,7,0,41.7,25.6,1,2538.74,"High Value",1618,1,"Q4"
49,"Established (45-54)",Female,Japan,Kyoto,2.4,"1-3 years",16,"Moderate Activity",30.9,11.0,53.3,8,11,89.95,50,47.00,"Moderate Discount Usage",15.90,3.6,8,4,28.3,19.4,1,1114.35,"Core Value",2741,0,"Q2"
30,"Early Career (25-34)",Male,India,Hyderabad,4.2,"3-6 years",15,"Moderate Activity",35.6,NULL,52.5,6,15,193.55,19,43.90,"Moderate Discount Usage",15.90,18.6,3,2,37.0,28.7,1,3021.92,"High Value",1819,0,"Q1"
37,"Middle Age (35-44)",Male,Japan,Nagoya,3.9,"3-6 years",2,"Very Low Activity",13.9,6.0,75.3,NULL,8,140.67,32,43.10,"Moderate Discount Usage",15.90,2.9,12,2,30.4,9.4,2,1213.85,"Core Value",1999,1,"Q2"
63,"Pre-Retirement (55-64)",Male,UK,Birmingham,2.1,"1-3 years",1,"Very Low Activity",33.1,8.6,50.8,7,11,105.16,3,40.90,"Moderate Discount Usage",15.90,48.9,6,3,58.4,22.6,1,1166.83,"Core Value",2385,0,"Q2"
29,"Early Career (25-34)",Male,USA,Phoenix,3.7,"3-6 years",6,"Low Activity",NULL,10.6,65.1,1,9,122.50,39,40.10,"Moderate Discount Usage",15.90,23.6,7,3,38.5,15.4,2,1005.53,"Core Value",1021,0,"Q1"
40,"Middle Age (35-44)",Female,UK,Manchester,1.5,"1-3 years",3,"Very Low Activity",19.8,8.2,52.8,1,4,87.71,4,38.60,"Moderate Discount Usage",15.90,18.0,5,2,5.4,10.3,2,297.68,"Emerging Value",NULL,0,"Q1"
43,"Middle Age (35-44)",Male,Germany,Berlin,8.4,"6+ years",8,"Low Activity",26.0,10.5,57.5,6,19,125.86,38,36.00,"Moderate Discount Usage",15.90,NULL,9,3,0.0,12.4,2,2199.30,"Core Value",460,1,"Q4"
37,"Middle Age (35-44)",Male,USA,Phoenix,1.3,"1-3 years",5,"Low Activity",25.9,8.3,74.8,2,7,74.93,45,33.24,"Moderate Discount Usage",15.90,0.0,6,0,NULL,12.8,2,492.30,"Emerging Value",1018,1,"Q4"
27,"Early Career (25-34)",Female,India,Mumbai,0.9,"< 1 year",5,"Low Activity",29.4,6.6,64.5,2,16,138.57,1,32.80,"Moderate Discount Usage",15.90,20.7,3,2,14.8,21.5,2,2051.38,"Core Value",NULL,0,"Q1"
41,"Middle Age (35-44)",Male,USA,Chicago,7.0,"6+ years",8,"Low Activity",11.5,3.6,56.9,2,7,167.80,53,31.40,"Moderate Discount Usage",15.90,0.7,5,1,11.2,7.9,1,1124.38,"Core Value",1379,1,"Q2"
63,"Pre-Retirement (55-64)",Male,India,Bangalore,2.3,"1-3 years",3,"Very Low Activity",19.8,6.4,54.4,4,9,121.18,3,30.30,"Moderate Discount Usage",15.90,3.6,7,0,15.5,6.3,NULL,1167.40,"Core Value",1799,0,"Q1"
71,"Seniors (65+)",Female,USA,"Los Angeles",1.3,"1-3 years",8,"Low Activity",23.9,7.0,46.6,5,8,120.34,4,30.30,"Moderate Discount Usage",15.90,26.4,7,2,27.5,18.4,2,954.17,"Emerging Value",224,0,"Q3"
